ccode,leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,numentry,numexit,yrbegin,yrend,country,region,end_gdppc,begin_gdppc,begin_pop,begin_GDP,age,Region_GDP,Region_begin_gdppc,World_GDP,World_begin_gdppc,Region_end_gdppc,World_end_gdppc,tenure,growth_rate,growth_rate_region,growth_rate_world,fties_range
130,Velasco Ibarra,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Exile,1,1893,1979,1,3.0,1944,1947,Ecuador,Latin America,2571.0,2230.0,2712.0,6047760.0,51,415891044.0,3017.836341075821,5921553827.78953,3226.090605272364,3355.8270252346506,2919.0591865084343,3.2279260780287475,0.03822869955156949,0.02799942127066607,-0.023792839099291863,1.0
130,Mancheno,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1902,1996,1,3.0,1947,1948,Ecuador,Latin America,2844.0,2571.0,2936.0,7548456.0,45,495900627.0,3355.8270252346506,5916422135.694958,2919.0591865084343,3502.118851998493,3168.829703044974,0.02737850787132101,0.10618436406067677,0.04359337524365192,0.08556541699837772,1.0
130,Suarez,Irregular,Regular,Regular,0,OK,1,1897,1980,1,1.0,1947,1948,Ecuador,Latin America,2844.0,2571.0,2936.0,7548456.0,50,495900627.0,3355.8270252346506,5916422135.694958,2919.0591865084343,3502.118851998493,3168.829703044974,0.038329911019849415,0.10618436406067677,0.04359337524365192,0.08556541699837772,1.0
130,Arosemana Tola,Regular,Regular,Regular,0,OK,1,1894,1952,0,1.0,1947,1948,Ecuador,Latin America,2844.0,2571.0,2936.0,7548456.0,53,495900627.0,3355.8270252346506,5916422135.694958,2919.0591865084343,3502.118851998493,3168.829703044974,0.9281314168377823,0.10618436406067677,0.04359337524365192,0.08556541699837772,1.0
130,Plaza Lasso,Regular,Regular,Regular,0,OK,1,1906,1987,0,1.0,1948,1952,Ecuador,Latin America,3202.0,2844.0,3017.0,8580348.0,42,529832059.0,3502.118851998493,6499684837.63634,3168.829703044974,3807.482269934404,3483.109758706662,4.0,0.025175808720112512,0.017438780968935676,0.01983571760638898,1.0
130,Velasco Ibarra,Regular,Regular,Regular,2,Exile,1,1893,1979,0,1.0,1952,1956,Ecuador,Latin America,3381.0,3202.0,3548.753,11363107.106,59,659388635.711,3807.482269934404,9831337731.891596,3483.109758706662,4217.711225226718,3930.4482655342904,4.0,0.01118051217988758,0.021548568119760737,0.025686156211955424,1.0
130,Ponce Enriquez,Regular,Regular,Regular,0,Exile,1,1912,1976,0,1.0,1956,1960,Ecuador,Latin America,3649.0,3381.0,3948.587,13350172.647,44,813934456.329,4217.711225226718,11951387652.483673,3930.4482655342904,4698.252237604137,4283.296979589723,4.0,0.015853297840875503,0.022786814303607895,0.01795462961054737,1.0
130,Velasco Ibarra,Regular,Irregular,"Removed by Military, without Foreign Support",3,Exile,1,1893,1979,0,3.0,1960,1961,Ecuador,Latin America,3633.0,3649.0,4415.956,16113823.444,67,1014324872.635,4698.252237604137,14025367456.334517,4283.296979589723,4853.933893976878,4382.617763622689,1.1827515400410678,-0.002192381474376559,0.016568039400554846,0.011593964241358723,1.0
130,Arosemena Monroy,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1919,2004,1,3.0,1961,1963,Ecuador,Latin America,3698.0,3633.0,4546.197,16516333.701000001,42,1077511563.008,4853.933893976878,14545646569.21639,4382.617763622689,4956.750986844105,4641.996896446171,1.672826830937714,0.008945774841728649,0.010591109717708602,0.029591804124058263,1.0
130,Castro,Irregular,Irregular,"Popular Protest, without Foreign Support",0,Exile,1,1915,1984,1,3.0,1963,1966,Ecuador,Latin America,4074.0,3698.0,4822.279,17832787.742000002,48,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5425.831715459312,5207.902128171038,2.7159479808350446,0.03389219397872726,0.031544905783392675,0.04063662286935991,1.0
130,Yerovi Indaburu,Irregular,Regular,Regular,0,OK,1,1904,1981,1,1.0,1966,1967,Ecuador,Latin America,4163.0,4074.0,5272.639,21480731.286000002,62,1383196801.941,5425.831715459312,19030818060.72169,5207.902128171038,5515.1322498003055,5310.209424044802,0.6351813826146475,0.02184585174275888,0.016458404724672526,0.019644627213778465,1.0
130,Arosemena Gomez,Regular,Regular,Regular,0,OK,1,1925,1984,0,1.0,1966,1968,Ecuador,Latin America,4264.0,4074.0,5272.639,21480731.286000002,41,1383196801.941,5425.831715459312,19030818060.72169,5207.902128171038,5702.043911067445,5493.04100497063,1.7932922655715264,0.023318605792832625,0.025453442909143975,0.02737559863665573,1.0
130,Velasco Ibarra,Regular,Irregular,"Removed by Military, without Foreign Support",4,Exile,1,1893,1979,0,3.0,1968,1972,Ecuador,Latin America,4801.0,4264.0,5596.925,23865288.2,75,1532849525.322,5702.043911067445,20870428352.946007,5493.04100497063,6684.080498575246,6171.413939926481,3.455167693360712,0.03148452157598497,0.04305634097282668,0.030874197659456537,1.0
130,Rodriguez Lara,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1923,-777,1,3.0,1972,1976,Ecuador,Latin America,5877.0,4801.0,6298.651,30239823.450999998,49,1991838516.389,6684.080498575246,25373866516.69958,6171.413939926481,7646.535270197684,6689.336127482984,3.9041752224503763,0.0560299937513018,0.03599802440393979,0.02098069391382751,1.0
130,Poveda Burbano,Irregular,Regular,Regular,0,OK,1,1926,1990,1,1.0,1976,1979,Ecuador,Latin America,6472.0,5877.0,7072.687,41566181.499,50,2505485432.207,7646.535270197684,29537559377.26344,6689.336127482984,8309.540367438452,7154.915857056463,3.578370978781656,0.025310532584652046,0.021676650725225344,0.017400072320355342,1.0
130,Roldos Aquilers,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,1,1940,1981,0,2.0,1979,1981,Ecuador,Latin America,6664.0,6472.0,7703.577,49857550.344000004,39,2914837745.91,8309.540367438452,33220383789.58506,7154.915857056463,8473.068229123095,7449.156687050575,1.787816563997262,0.014833127317676165,0.009839765766433861,0.020562144675951632,1.0
130,Hurtado Larrea,Regular,Regular,Regular,0,OK,1,1940,-777,0,1.0,1981,1984,Ecuador,Latin America,6336.0,6664.0,8141.078,54252143.792,41,3104329192.9090004,8473.068229123095,35740398961.4584,7449.156687050575,7976.640861617295,7689.824215508679,3.2142368240930868,-0.012304921968787519,-0.014647213797934239,0.008077005846731433,1.0
130,Febres Cordaro,Regular,Regular,Regular,0,OK,1,1931,2008,0,1.0,1984,1988,Ecuador,Latin America,6357.0,6336.0,8825.829,55920452.544,53,3118518835.234,7976.640861617295,38795331361.618996,7689.824215508679,8217.23579169442,8288.69519628631,4.0,0.0006628787878788067,0.006032487465615776,0.01557567413751384,1.0
130,Borja Cevallos,Regular,Regular,Regular,0,OK,1,1935,-777,0,1.0,1988,1992,Ecuador,Latin America,6715.474338995894,6357.0,9794.122,62261233.554,53,3484355322.693,8217.23579169442,44671815935.24714,8288.69519628631,8437.719711255746,8321.095937510705,4.0,0.011278097813304822,0.005366376848627841,0.0007818055907982124,1.0
130,Duran Ballen,Regular,Regular,Regular,0,OK,1,1921,-777,0,1.0,1992,1996,Ecuador,Latin America,6993.643845856553,6715.474338995894,10553.81,70873840.23363826,71,3858778563.7832885,8437.719711255746,47778114919.29238,8321.095937510705,9296.422991648269,8905.807630261786,4.0,0.00828443361760356,0.02035391811479661,0.014053718335712428,1.0
130,Bucaram Ortiz,Regular,Regular,Regular,0,Exile,1,1952,-777,0,1.0,1996,1997,Ecuador,Latin America,7181.100892942844,6993.643845856553,11526.48,80612095.91638863,44,4492940575.211721,9296.422991648269,53971480867.83615,8905.807630261786,9708.032578842976,9143.512634915305,0.4928131416837782,0.02680391670178528,0.04427612508214063,0.02669101046443001,1.0
130,Alarcon Fabian,Regular,Regular,Regular,0,OK,1,1947,-777,0,1.0,1997,1998,Ecuador,Latin America,7307.1694453508735,7181.100892942844,11792.47,84682916.8470017,50,4764813624.333422,9708.032578842976,56142944592.630035,9143.512634915305,9859.761255706233,9237.945432897457,0.008213552361396304,0.017555602446962082,0.015629189089653828,0.010327846830063159,1.0
130,Rosalia Arteaga Serrano,Regular,Regular,Regular,0,OK,0,1956,-777,0,1.0,1997,1998,Ecuador,Latin America,7307.1694453508735,7181.100892942844,11792.47,84682916.8470017,41,4764813624.333422,9708.032578842976,56142944592.630035,9143.512634915305,9859.761255706233,9237.945432897457,0.0054757015742642025,0.017555602446962082,0.015629189089653828,0.010327846830063159,1.0
130,Alarcon Fabian,Regular,Regular,Regular,1,OK,1,1947,-777,0,1.0,1997,1998,Ecuador,Latin America,7307.1694453508735,7181.100892942844,11792.47,84682916.8470017,50,4764813624.333422,9708.032578842976,56142944592.630035,9143.512634915305,9859.761255706233,9237.945432897457,1.4921286789869952,0.008777801223481041,0.007814594544826914,0.005163923415031579,1.0
130,Mahuad,Regular,Irregular,"Popular Protest, without Foreign Support",0,Exile,1,1949,-777,0,3.0,1998,2000,Ecuador,Latin America,6908.242975560693,7307.1694453508735,12050.63,88055995.33322859,49,4912475625.137914,9859.761255706233,57448919778.54096,9237.945432897457,10132.749563786065,9850.775021813979,1.4483230663928817,-0.0272969220690506,0.01384355569065343,0.03316914964306672,1.0
130,Gustavo Noboa,Irregular,Regular,Regular,0,Exile,1,1937,-777,1,1.0,2000,2003,Ecuador,Latin America,7468.503537609323,6908.242975560693,12445.84,85978886.7549523,63,5194943343.847668,10132.749563786065,62796055415.77486,9850.775021813979,10283.94766664838,10588.841252368895,2.9815195071868583,0.027033432573746314,0.004973908345756062,0.024974895508915445,1.0
130,Lucio Gutierrez,Regular,Regular,Regular,0,Imprisonment,1,1957,-777,0,1.0,2003,2005,Ecuador,Latin America,8256.7776955984,7468.503537609323,13073.91,97642543.0853859,46,5485557213.435763,10283.94766664838,69971417637.12488,10588.841252368895,11286.042111656552,11526.677277827315,2.2614647501711156,0.035182155479989964,0.03248086167850506,0.029522777897553604,1.0
130,Alfredo Palacio,Regular,Regular,Regular,0,OK,1,1939,-777,0,1.0,2005,2007,Ecuador,Latin America,8633.584399572856,8256.7776955984,13661.29,112798234.56510149,66,6172307899.750509,11286.042111656552,77968730835.80147,11526.677277827315,12483.540741670848,12623.272434160759,1.7385352498288844,0.022818024044375496,0.053052195719590856,0.04756770446080116,1.0
130,Rafael Correa,Regular,Still in Office,Still in Office,0,Leader Still in Office,1,1963,-777,0,-888.0,2007,2015,Ecuador,Latin America,10878.765277324404,8633.584399572856,14132.75,122016289.92306328,44,6992107294.041285,12483.540741670848,87408786989.82104,12623.272434160759,14328.67732126639,14903.079242620459,8.958247775496236,0.028894666505459368,0.01642283866037,0.020067052258266067,1.0
135,Pardo,Regular,Regular,Regular,0,Exile,1,1834,1878,0,1.0,1872,1876,Peru,Latin America,1792.0,1771.0,,,38,19779104.0,835.2662162162162,923311748.823237,972.1383706263142,833.5480967486122,1025.4823183349397,4.0,0.002371541501976271,-0.00041139445945439503,0.010974558626722608,1.0
135,Prado,Regular,Regular,Regular,0,Exile,1,1826,1901,0,1.0,1876,1879,Peru,Latin America,1194.0,1792.0,,,50,21022083.0,833.5480967486122,994588638.0127813,1025.4823183349397,873.8980718336484,1073.9504464487254,3.373032169746749,-0.08342633928571427,0.012101873677844044,0.01181593462100905,1.0
135,Luis de la Puerta,Regular,Irregular,Unknown,0,Missing: No Information Found,1,1811,1896,0,3.0,1879,1880,Peru,Latin America,859.0,1194.0,,,68,23114604.0,873.8980718336484,1058886143.5363891,1073.9504464487254,883.745767126856,1139.7825564306697,0.013689253935660506,-0.2805695142378559,0.0112687001042866,0.06129902008014798,1.0
135,Pierola,Irregular,Foreign,Unknown,0,Exile,1,1839,1913,1,4.0,1879,1881,Peru,Latin America,784.0,1194.0,,,40,23114604.0,873.8980718336484,1058886143.5363891,1073.9504464487254,890.5905145577733,1170.1347306336966,1.0704996577686516,-0.17169179229480735,0.009550566171350083,0.044780596955393825,1.0
135,Francisco Garcia Calderon,Foreign Imposition,Foreign,Unknown,0,Imprisonment,1,1834,1905,2,4.0,1881,1882,Peru,Latin America,830.0,784.0,,,47,24317574.0,890.5905145577733,1168068272.6993976,1170.1347306336966,923.749026816609,1202.1906162047615,0.5968514715947981,0.058673469387755084,0.03723205189907142,0.027395038136937222,1.0
135,Lizardo Montero Flores,Irregular,Foreign,Unknown,0,Exile,1,1832,1905,1,4.0,1881,1882,Peru,Latin America,830.0,784.0,,,49,24317574.0,890.5905145577733,1168068272.6993976,1170.1347306336966,923.749026816609,1202.1906162047615,1.2539356605065024,0.029336734693877542,0.01861602594953571,0.013697519068468611,1.0
135,Iglesias,Foreign Imposition,Irregular,Unknown,0,OK,1,1830,1909,2,3.0,1882,1885,Peru,Latin America,854.0,830.0,,,52,25628493.0,923.749026816609,1209112829.7728684,1202.1906162047615,924.5230272202365,1526.9972964186393,2.91854893908282,0.00963855421686747,0.0002792967863053016,0.09005967268853247,1.0
135,Caceres,Irregular,Regular,Regular,0,OK,1,1833,1923,1,1.0,1885,1890,Peru,Latin America,846.0,854.0,,,52,26899922.0,924.5230272202365,1569887596.480446,1526.9972964186393,1672.8129619375497,1887.9355756044915,4.692676249144422,-0.0018735362997658101,0.16187588901213132,0.04727425255203568,1.0
135,Bermudez,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,1,1836,1894,0,2.0,1890,1894,Peru,Latin America,792.0,846.0,3346.0,2830716.0,54,69483632.0,1672.8129619375497,2439288281.1040273,1887.9355756044915,881.2125125302199,1704.7161152365945,3.6413415468856947,-0.015957446808510634,-0.11830378939831562,-0.024261879316145707,1.0
135,Borgono,Irregular,Regular,Regular,0,OK,1,1836,1921,1,1.0,1894,1895,Peru,Latin America,838.0,792.0,,,58,29888966.0,881.2125125302199,1864405397.3313825,1704.7161152365945,1633.5184574913999,1779.4339137852212,0.3586584531143053,0.05808080808080818,0.8537168211571222,0.043830053509089195,1.0
135,Caceres,Regular,Irregular,Unknown,1,Exile,1,1833,1923,0,3.0,1894,1895,Peru,Latin America,838.0,792.0,,,61,29888966.0,881.2125125302199,1864405397.3313825,1704.7161152365945,1633.5184574913999,1779.4339137852212,0.6050650239561944,0.05808080808080818,0.8537168211571222,0.043830053509089195,1.0
135,de Candamo,Regular,Irregular,Unknown,0,OK,1,1841,1904,0,3.0,1895,1896,Peru,Latin America,917.0,838.0,,,54,56508304.0,1633.5184574913999,1958952104.1774433,1779.4339137852212,1526.1006331567387,1763.1460289247484,0.4681724845995893,0.09427207637231505,-0.06575856173650041,-0.009153408134065066,1.0
135,Pierola,Irregular,Regular,Regular,1,OK,1,1839,1913,1,1.0,1895,1899,Peru,Latin America,1073.0,838.0,,,56,56508304.0,1633.5184574913999,1958952104.1774433,1779.4339137852212,1520.361340017117,1941.5476456018732,4.0,0.056085918854415294,-0.013854403291905081,0.018220820740884137,1.0
135,de Romana,Regular,Regular,Regular,0,OK,1,1847,1912,0,1.0,1899,1903,Peru,Latin America,1272.0,1073.0,3603.0,3866019.0,52,62175177.0,1520.361340017117,2208935645.8065176,1941.5476456018732,1605.432340940003,2048.594608166331,3.997262149212868,0.04636533084808947,0.013988615515889202,0.013783715636202398,1.0
135,de Candamo,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,1,1841,1904,0,2.0,1903,1904,Peru,Latin America,1299.0,1272.0,3788.0,4818336.0,62,106231458.0,1605.432340940003,2510448213.9828224,2048.594608166331,1653.2188464735218,2047.1834059924022,0.6023271731690623,0.021226415094339535,0.029765505723859498,-0.0006888635595853065,1.0
135,Serapio Calderon,Regular,Regular,Regular,0,OK,1,1843,1922,0,1.0,1904,1905,Peru,Latin America,1377.0,1299.0,3836.0,4982964.0,61,111387273.0,1653.2188464735218,2530930797.645001,2047.1834059924022,1727.7641552078624,2097.458323750933,0.38329911019849416,0.06004618937644346,0.04509101072332489,0.024558091674331095,1.0
135,Pardo y Barreda,Regular,Regular,Regular,0,Exile,1,1864,1947,0,1.0,1904,1908,Peru,Latin America,1549.0,1299.0,3836.0,4982964.0,40,111387273.0,1653.2188464735218,2530930797.645001,2047.1834059924022,1842.9856504969794,2155.900209547405,4.0,0.038491147036181686,0.02295725147680825,0.010621110276370294,1.0
135,Leguia,Regular,Regular,Regular,0,Imprisonment,1,1863,1932,0,1.0,1908,1912,Peru,Latin America,1613.0,1549.0,4034.0,6248666.0,45,133316053.0,1842.9856504969794,2760330548.1963253,2155.900209547405,1991.1177239095566,2375.6966638844156,4.0,0.008263395739186575,0.016075228081415815,0.02039022523989207,1.0
135,Billinghurst,Regular,Irregular,Unknown,0,Exile,1,1851,1915,0,3.0,1912,1914,Peru,Latin America,1615.0,1613.0,4242.0,6842346.0,61,153929329.0,1991.1177239095566,3179188159.666755,2375.6966638844156,1843.9225222518496,2266.575600587841,1.3634496919917864,0.000619962802231866,-0.03696295801352456,-0.022966118729601304,1.0
135,Benavides,Irregular,Regular,Regular,0,OK,1,1876,1945,1,1.0,1914,1915,Peru,Latin America,1733.0,1615.0,4350.0,7025250.0,38,147294375.0,1843.9225222518496,3092014836.2343206,2266.575600587841,1831.7394729056753,2264.2883568216807,1.5331964407939767,0.0365325077399381,-0.0033035686692779453,-0.0005045593373473323,1.0
135,Pardo y Barreda,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,1,1864,1947,0,3.0,1915,1919,Peru,Latin America,1961.0,1733.0,4405.0,7633865.0,51,148598033.0,1831.7394729056753,3112087731.959568,2264.2883568216807,2004.4763784097504,2300.021488339182,3.8767967145790556,0.032890940565493354,0.02357552862444784,0.003945293828174212,1.0
135,Leguia,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,1,1863,1932,1,3.0,1919,1930,Peru,Latin America,2651.0,1961.0,4631.0,9081391.0,56,172685640.0,2004.4763784097504,3233683011.2296357,2300.021488339182,2527.451027536657,2998.6797490676922,11.099247091033538,0.029321774604793478,0.021741947787456934,0.025313468601294225,1.0
135,Ponce Brousset,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Missing: No Information Found,1,1874,1966,1,3.0,1930,1931,Peru,Latin America,2397.0,2651.0,5480.0,14527480.0,56,267002454.0,2527.451027536657,5458058939.984556,2998.6797490676922,2338.3007509014533,2866.9046138119147,0.0054757015742642025,-0.09581290079215388,-0.07483835475916467,-0.04394438429003533,1.0
135,Sanchez Cerro,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1889,1933,1,3.0,1930,1931,Peru,Latin America,2397.0,2651.0,5480.0,14527480.0,41,267002454.0,2527.451027536657,5458058939.984556,2998.6797490676922,2338.3007509014533,2866.9046138119147,0.5092402464065708,-0.09581290079215388,-0.07483835475916467,-0.04394438429003533,1.0
135,Ricardo Leonicio Elias,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1874,1951,1,3.0,1931,1932,Peru,Latin America,2268.0,2397.0,5569.0,13348893.0,57,251610514.0,2338.3007509014533,5274746126.337196,2866.9046138119147,2173.0177467797444,2700.329438921955,0.010951403148528405,-0.053817271589486904,-0.07068509217986163,-0.05810279633561888,1.0
135,Gustavo Jimenez,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1886,1933,1,3.0,1931,1932,Peru,Latin America,2268.0,2397.0,5569.0,13348893.0,45,251610514.0,2338.3007509014533,5274746126.337196,2866.9046138119147,2173.0177467797444,2700.329438921955,0.013689253935660506,-0.053817271589486904,-0.07068509217986163,-0.05810279633561888,1.0
135,Samanez Ocampo,Irregular,Regular,Regular,0,OK,1,1866,1947,1,1.0,1931,1932,Peru,Latin America,2268.0,2397.0,5569.0,13348893.0,65,251610514.0,2338.3007509014533,5274746126.337196,2866.9046138119147,2173.0177467797444,2700.329438921955,0.7474332648870636,-0.053817271589486904,-0.07068509217986163,-0.05810279633561888,1.0
135,Sanchez Cerro,Regular,Irregular,Assassination by Unsupported Individual,1,Death,1,1889,1933,0,3.0,1931,1933,Peru,Latin America,2483.0,2397.0,5569.0,13348893.0,42,251610514.0,2338.3007509014533,5274746126.337196,2866.9046138119147,2306.9501681388156,2687.9688541781056,1.3935660506502396,0.017939090529829005,-0.00670371053649782,-0.031207135174945944,1.0
135,Benavidez,Regular,Regular,Regular,1,OK,1,1876,1945,0,1.0,1933,1939,Peru,Latin America,3037.0,2483.0,5752.0,14282216.0,57,257259548.0,2306.9501681388156,5044728874.113239,2687.9688541781056,2823.3138969716997,2975.807957207374,6.606433949349761,0.03187388527702665,0.03197565686286102,0.01529774863179997,1.0
135,Ugarteche,Regular,Regular,Regular,0,OK,1,1889,1967,0,1.0,1939,1945,Peru,Latin America,3131.0,3037.0,6338.0,19248506.0,50,350268792.0,2823.3138969716997,5943149740.776493,2975.807957207374,3074.4520062886845,2985.306220417919,5.637234770704997,0.005158599495115805,0.014825256092751907,0.0005319711121109331,1.0
135,Bustamante,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1894,1989,0,3.0,1945,1948,Peru,Latin America,3282.0,3131.0,7010.0,21948310.0,51,434131070.0,3074.4520062886845,5516514526.341848,2985.306220417919,3502.118851998493,3168.829703044974,3.252566735112936,0.012056850846374978,0.03477585963571972,0.015368899291792193,1.0
135,Odria,Irregular,Regular,Regular,0,OK,1,1897,1974,1,1.0,1948,1950,Peru,Latin America,3679.0,3282.0,7376.0,24208032.0,51,529832059.0,3502.118851998493,6499684837.63634,3168.829703044974,3678.345900154525,3216.5050853763855,1.5879534565366187,0.06048141377209015,0.02516006103782964,0.00752255356064091,1.0
135,Noriega,Regular,Regular,Regular,0,OK,1,1900,1957,0,1.0,1950,1951,Peru,Latin America,3867.0,3679.0,7632.5,28079967.5,50,604047804.132,3678.345900154525,8767224010.95815,3216.5050853763855,3779.789103808541,3366.3993622282937,0.15605749486652978,0.051100842620277254,0.027578484027223737,0.04660159796836383,1.0
135,Odria,Regular,Regular,Regular,1,Exile,1,1897,1974,0,1.0,1950,1956,Peru,Latin America,4385.0,3679.0,7632.5,28079967.5,53,604047804.132,3678.345900154525,8767224010.95815,3216.5050853763855,4217.711225226718,3930.4482655342904,6.0013689253935665,0.027414281831242965,0.020947510480944866,0.03170891392132399,1.0
135,Ugarteche,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,1,1889,1967,0,3.0,1956,1962,Peru,Latin America,5230.0,4385.0,8904.9,39047986.5,67,813934456.329,4217.711225226718,11951387652.483673,3930.4482655342904,4937.603057494931,4529.241449361327,5.973990417522245,0.03211706575446597,0.02844717564518721,0.025391216784685627,1.0
135,Perez Godoy,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,Imprisonment,1,1905,1982,1,3.0,1962,1963,Peru,Latin America,5314.0,5230.0,10516.5,55001295.0,57,1127021110.899,4937.603057494931,15291081770.15114,4529.241449361327,4956.750986844105,4641.996896446171,0.621492128678987,0.016061185468451145,0.003877980697559069,0.02489499584985566,1.0
135,Lindley Lopez,Irregular,Regular,Regular,0,OK,1,1908,1995,1,1.0,1963,1964,Peru,Latin America,5523.0,5314.0,10825.8,57528301.199999996,55,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5175.591075780825,4887.10241035969,0.4024640657084189,0.039330071509220854,0.04414990575833877,0.05280174015221051,1.0
135,Belaunde,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1913,2002,0,3.0,1963,1968,Peru,Latin America,5874.0,5314.0,10825.8,57528301.199999996,50,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5702.043911067445,5493.04100497063,5.1854893908282,0.017563668297578716,0.025059860319842902,0.03055596285785263,1.0
135,Velasco Alvarado,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1910,1977,1,3.0,1968,1975,Peru,Latin America,6896.0,5874.0,12476.0,73284024.0,58,1532849525.322,5702.043911067445,20870428352.946007,5493.04100497063,7398.275239630482,6501.839560119307,6.9021218343600275,0.024855294518215856,0.042496824823281286,0.026235755235860365,1.0
135,Morales Bermudez,Irregular,Regular,Regular,0,OK,1,1921,-777,1,1.0,1975,1980,Peru,Latin America,6795.0,6896.0,15161.199,104551628.304,54,2368100930.0820003,7398.275239630482,28234680865.07181,6501.839560119307,8611.506987434303,7436.343036764115,4.91170431211499,-0.0029292343387471,0.03279769158370529,0.02874581779522285,1.0
135,Belaunde,Regular,Regular,Regular,1,OK,1,1913,2002,0,1.0,1980,1985,Peru,Latin America,5844.0,6795.0,17295.298,117521549.91,67,3087260751.627,8611.506987434303,35105310712.72682,7436.343036764115,8035.39882290133,7819.374561014284,4.999315537303217,-0.027991169977924946,-0.013379961611216596,0.010301609873469309,1.0
135,Garcia Perez,Regular,Regular,Regular,0,OK,1,1949,-777,0,1.0,1985,1990,Peru,Latin America,4795.0,5844.0,19432.0,113560608.0,36,3205813055.943,8035.39882290133,40098894653.77975,7819.374561014284,8054.830213399633,8390.026073661087,4.999315537303217,-0.035900068446269674,0.0004836447057966264,0.014595835208916785,1.0
135,Fujimori,Regular,Regular,Regular,0,Exile,1,1938,-777,0,1.0,1990,2000,Peru,Latin America,6038.244426976612,4795.0,21600.0,103572000.0,52,3546778466.3650002,8054.830213399633,46715156894.540726,8390.026073661087,10132.749563786065,9850.775021813979,10.321697467488022,0.023570848933104793,0.023451985221462687,0.01582776474793998,1.0
135,Valentin Paniagua,Regular,Regular,Regular,0,OK,1,1936,2006,0,1.0,2000,2001,Peru,Latin America,6010.225032486101,6038.244426976612,21291.22,128561590.50853299,64,5194943343.847668,10132.749563786065,62796055415.77486,9850.775021813979,10158.729568309469,10037.080751093254,0.676249144421629,-0.00464032134329162,0.0025639639428427508,0.018912799131714175,1.0
135,Alejandro Toledo,Regular,Regular,Regular,0,OK,1,1946,-777,0,1.0,2001,2006,Peru,Latin America,7560.897175590482,6010.225032486101,21630.64,130005013.99669515,55,5279021630.963469,10158.729568309469,64760587194.60295,10037.080751093254,11859.445498572693,12072.685129081427,4.999315537303217,0.05160113422451849,0.033482846823064794,0.04056168179709925,1.0
135,Garcia Perez,Regular,Regular,Regular,1,OK,1,1949,-777,0,1.0,2006,2011,Peru,Latin America,10044.0,7560.897175590482,23380.2,176775288.1447406,57,6563879628.943458,11859.445498572693,82618841699.03532,12072.685129081427,13924.795340124329,13723.378371049303,4.999315537303217,0.065682756073603,0.03483046221343491,0.02734591723910009,1.0
135,Ollanta Humala,Regular,Still in Office,Still in Office,0,Leader Still in Office,1,1962,-777,0,-888.0,2011,2015,Peru,Latin America,11713.570189017371,10044.0,24363.99,244711915.56,49,8156972484.557,13924.795340124329,99528621997.01219,13723.378371049303,14328.67732126639,14903.079242620459,4.427104722792608,0.03324512522933833,0.005800903658214285,0.01719257226135862,1.0
140,M. D. da Fonseca,Irregular,Irregular,Unknown,0,OK,1,1823,1892,1,3.0,1889,1891,Brazil,Latin America,1152.0,991.0,13938.0,13812558.0,66,28945202.0,934.9829446346663,1714730856.0219688,1620.019647377347,1031.513839048897,1636.0787591825156,2.020533880903491,0.054154053144971424,0.03441449385722891,0.0033043039181997655,1.0
140,Peixoto,Regular,Regular,Regular,0,OK,1,1839,1895,0,1.0,1891,1894,Brazil,Latin America,850.0,1152.0,14539.0,16748928.0,52,33056924.0,1031.513839048897,1755379986.2233455,1636.0787591825156,881.2125125302199,1704.7161152365945,2.9787816563997263,-0.08738425925925926,-0.04856982066191884,0.013984118158299882,1.0
140,de Moraes Barros,Regular,Regular,Regular,0,OK,1,1841,1902,0,1.0,1894,1898,Brazil,Latin America,923.0,850.0,15607.0,13265950.0,53,29888966.0,881.2125125302199,1864405397.3313825,1704.7161152365945,1595.6670402749758,1899.1494196444892,4.0,0.017176470588235303,0.1621526062296476,0.0228112238360473,1.0
